link	length	PCE	speed
819	0.1088	122.0426	69.9998
820	0.8289	113.6730	69.9998
821	0.0198	0.0000	50.0000
822	0.1500	0.0000	50.0000
823	0.0258	109.7374	120.0000
824	0.1402	109.7374	120.0000
825	0.0162	0.0000	50.0000
826	0.1070	0.0000	50.0000
827	0.2982	0.0000	30.0000
828	0.1282	0.0000	30.0000
829	0.0375	0.0028	30.0000
830	0.3673	0.0000	50.0000
831	0.0599	0.0000	30.0000
832	0.0734	23.6839	50.0000
833	0.0396	78.0237	30.0000
834	0.0037	0.0000	50.0000
835	0.2672	0.0000	50.0000
836	0.1260	0.0000	50.0000
837	0.0116	197.0563	29.9994
838	0.0415	27.6449	30.0000
839	0.1756	0.0000	30.0000
840	0.1565	36.9240	30.0000
841	0.1058	103.9990	29.9999
842	0.0395	0.0000	50.0000
843	0.0979	0.0000	50.0000
844	0.4371	0.0000	50.0000
845	0.0342	0.0000	50.0000
846	0.0064	0.0000	30.0000
847	0.0042	0.0000	50.0000
848	0.6099	0.0000	50.0000
849	0.6039	0.0000	50.0000
850	0.0253	0.0000	30.0000
851	0.0655	0.0000	30.0000
852	0.0544	35.4845	30.0000
853	0.0455	0.0000	50.0000
854	0.0821	30.2584	30.0000
855	0.0894	35.4845	30.0000
856	0.2157	35.4845	30.0000
857	0.0315	162.7662	49.9995
858	0.0995	110.2781	49.9999
859	0.0245	0.0000	50.0000
860	0.0139	0.0000	50.0000
861	0.0907	0.0000	50.0000
862	0.1159	1.7121	50.0000
863	0.1216	4.5106	50.0000
864	0.1515	0.0000	50.0000
865	0.0658	101.4761	30.0000
866	0.0546	251.8255	49.9971
867	0.0141	432.1318	49.9751
868	0.3635	111.4316	49.9999
869	0.0100	0.0000	50.0000
870	0.0157	480.0773	89.9957
871	0.0430	480.0773	89.9957
872	0.0699	0.0000	50.0000
873	0.0548	0.0000	50.0000
874	0.0778	0.0000	50.0000
875	0.0639	0.0000	30.0000
876	0.0964	0.0000	50.0000
877	0.1606	78.3602	50.0000
878	0.0467	26.2561	50.0000
879	0.1775	0.0000	50.0000
880	0.1737	47.3342	50.0000
881	0.2152	24.3001	50.0000
882	0.2443	0.0000	50.0000
883	0.0112	51.5092	50.0000
884	0.0332	109.7374	120.0000
885	0.0166	0.0000	50.0000
886	0.0715	15.5932	50.0000
887	0.0757	15.5932	50.0000
888	0.0215	65.1258	30.0000
889	0.0141	75.0060	30.0000
890	0.0223	405.7768	69.9729
891	0.0102	6.9868	70.0000
892	0.2419	398.7900	69.9747
893	0.0849	0.0000	50.0000
894	0.0269	143.6884	69.9996
895	0.0123	262.0884	69.9953
896	0.0151	395.8355	69.9755
897	0.0270	133.7471	69.9997
898	0.0953	141.0669	49.9997
899	0.1187	356.4544	69.9839
900	0.2032	0.0000	50.0000
901	0.0695	0.0000	50.0000
902	0.0294	0.0000	50.0000
903	0.0621	0.0000	50.0000
904	0.0320	0.0000	50.0000
905	0.0530	0.0000	50.0000
906	0.1031	1.7121	50.0000
907	0.0645	0.0000	50.0000
908	0.0434	0.0000	50.0000
909	0.0435	0.0000	50.0000
910	0.1237	57.5852	50.0000
911	0.1137	46.4337	50.0000
912	0.0906	25.0971	50.0000
913	0.0298	0.0000	50.0000
914	0.0768	13.0057	50.0000
915	0.0975	0.0000	30.0000
916	0.0723	28.9114	50.0000
917	0.1645	0.0000	50.0000
918	0.0469	0.0000	50.0000
919	0.1659	0.0000	30.0000
920	0.4567	0.0000	30.0000
921	0.5155	0.0000	50.0000
922	0.0473	0.0000	50.0000
923	0.0547	9.8871	50.0000
924	0.0245	37.8438	30.0000
925	0.0554	37.8438	30.0000
926	0.0233	38.7314	30.0000
927	0.0610	0.0000	30.0000
928	0.0952	0.0000	30.0000
929	0.0373	0.0000	30.0000
930	0.0602	0.0000	30.0000
931	0.1196	0.0000	30.0000
932	0.0386	0.0000	30.0000
933	0.1720	0.0000	30.0000
934	0.1643	0.0000	30.0000
935	0.1324	0.0000	30.0000
936	0.0519	0.0000	30.0000
937	0.0719	0.0000	30.0000
938	0.0100	28.9114	30.0000
939	0.0861	0.0000	30.0000
940	0.0100	13.0057	30.0000
941	0.2674	0.0000	50.0000
942	0.0517	0.0000	50.0000
943	0.0651	0.9370	50.0000
944	0.0411	0.9370	50.0000
945	0.0606	26.2431	30.0000
946	0.0215	26.2431	30.0000
947	0.1329	0.0000	30.0000
948	0.0683	23.1245	30.0000
949	0.0815	30.7290	30.0000
950	0.0614	7.6045	30.0000
951	0.0431	58.0522	30.0000
952	0.0308	43.2151	30.0000
953	0.0394	70.5382	30.0000
954	0.2170	0.0000	50.0000
955	0.3201	0.0000	50.0000
956	0.0492	84.2953	30.0000
957	0.0881	58.0522	30.0000
958	0.0308	0.0000	50.0000
959	0.0282	0.0000	50.0000
960	0.0361	0.0000	30.0000
961	0.0309	18.3502	50.0000
962	0.0623	26.2083	50.0000
963	0.0175	148.4747	29.9998
964	0.0442	390.5123	29.9900
965	0.0020	0.0000	30.0000
966	0.0746	237.5645	29.9986
967	0.0541	14.1320	30.0000
968	0.3609	147.8112	30.0000
969	0.0817	69.1680	50.0000
970	0.0189	0.2418	50.0000
971	0.0132	63.7480	50.0000
972	0.0092	63.7480	50.0000
973	0.0142	444.2152	29.9833
974	0.0354	126.0091	29.9999
975	0.2419	191.8462	29.9994
976	0.0231	0.0000	30.0000
977	0.0355	83.2156	50.0000
978	0.0928	489.2643	49.9591
979	0.1586	7.9664	50.0000
980	0.1833	0.0000	50.0000
981	0.2898	0.0000	50.0000
982	0.0558	0.0000	50.0000
983	0.0357	570.9166	49.9242
984	0.2036	18.5911	50.0000
985	0.0596	0.0000	50.0000
986	0.2242	0.7907	50.0000
987	0.1344	0.0000	50.0000
988	0.2991	0.0000	50.0000
989	0.1744	0.0000	50.0000
990	0.0183	0.0000	50.0000
991	0.0109	38.6839	50.0000
992	0.0133	150.9236	49.9996
993	0.1276	13.3070	50.0000
994	0.2003	61.8084	50.0000
995	0.3075	0.0000	50.0000
996	0.0476	0.0000	30.0000
997	0.1600	0.0000	50.0000
998	0.1012	0.0000	50.0000
999	0.0759	0.0000	20.0000
1000	0.0675	480.0773	69.9967
1001	0.0186	497.6357	49.9562
1002	0.0604	338.7190	69.9992
1003	0.2654	0.0008	50.0000
1004	0.2551	0.0023	50.0000
1005	0.3432	0.0022	50.0000
1006	0.0274	75.5822	30.0000
1007	0.1162	33.6241	30.0000
1008	0.1428	28.9114	50.0000
1009	0.0075	14.8335	50.0000
1010	0.0512	0.0000	50.0000
1011	0.0589	14.6644	50.0000
1012	0.1249	13.0057	50.0000
1013	0.0242	25.6826	50.0000
1014	0.3712	0.0000	30.0000
1015	0.0134	0.0000	50.0000
1016	0.0187	13.0057	50.0000
1017	0.0101	0.0000	30.0000
1018	0.0065	0.0000	20.0000
1019	0.0175	0.0000	30.0000
1020	0.0175	2.8200	50.0000
1021	0.1841	17.8521	50.0000
1022	0.0190	38.2376	50.0000
1023	0.1176	7.2998	50.0000
1024	0.9281	0.0000	50.0000
1025	0.0363	0.0000	50.0000
1026	0.0338	33.7486	30.0000
1027	0.0580	12.0866	20.0000
1028	0.0797	21.6620	30.0000
1029	0.0630	0.0000	50.0000
1030	0.0500	102.5956	49.9999
1031	0.0267	102.5956	49.9999
1032	0.8502	77.2547	50.0000
1033	0.2891	101.5390	49.9999
1034	0.1301	256.7713	50.0000
1035	0.0295	256.7713	49.9998
1036	0.0109	17.8521	50.0000
1037	0.0058	0.0000	20.0000
1038	0.0662	0.0000	30.0000
1039	0.1480	36.4331	30.0000
1040	0.0490	251.2289	29.9983
1041	0.0118	2.8200	50.0000
1042	0.2658	17.8521	50.0000
1043	0.1110	0.0000	30.0000
1044	0.0772	0.2564	30.0000
1045	0.0577	29.2325	30.0000
1046	0.1062	0.1023	30.0000
1047	0.2152	0.0000	50.0000
1048	0.1456	0.0000	50.0000
1049	0.0748	0.0000	50.0000
1050	0.1262	6.3360	30.0000
1051	0.0177	0.0000	20.0000
1052	0.0193	0.0000	20.0000
1053	0.0485	0.0000	20.0000
1054	0.0083	0.0000	20.0000
1055	0.0362	0.3122	20.0000
1056	0.0529	0.0000	20.0000
1057	0.0090	0.0000	20.0000
1058	0.0432	0.3122	20.0000
1059	0.0134	0.0000	20.0000
1060	0.0118	0.0000	20.0000
1061	0.0664	0.3122	20.0000
1062	0.0158	30.2767	70.0000
1063	0.0336	30.2767	70.0000
1064	0.0430	309.2264	29.9961
1065	0.0765	81.2859	30.0000
1066	0.0219	390.5123	29.9900
1067	0.0025	0.0000	30.0000
1068	0.0346	0.0000	50.0000
1069	0.0103	133.8536	69.9997
1070	0.0393	144.9306	50.0000
1071	0.4362	40.4599	50.0000
1072	0.0249	154.0770	69.9994
1073	0.1978	0.0000	50.0000
1074	0.0084	112.1512	49.9999
1075	0.1066	81.9759	50.0000
1076	0.0890	0.0000	70.0000
1077	0.0315	61.3691	50.0000
1078	0.0886	71.3795	50.0000
1079	0.0615	0.0000	50.0000
1080	0.1399	0.0000	50.0000
1081	0.0507	0.0000	50.0000
1082	0.0480	0.0000	50.0000
1083	0.1152	0.0000	50.0000
1084	0.4373	7.4217	50.0000
1085	0.1501	14.1790	50.0000
1086	0.5058	0.0000	30.0000
1087	0.3547	132.3564	49.9998
1088	0.0184	77.2547	50.0000
1089	0.0173	77.2547	50.0000
1090	0.1929	0.0000	30.0000
1091	0.1682	0.0116	30.0000
1092	0.1124	0.0000	30.0000
1093	0.1879	0.0000	30.0000
1094	0.0076	0.0000	30.0000
1095	0.0042	0.0000	30.0000
1096	0.0146	0.0000	50.0000
1097	0.0249	821.8336	69.5467
1098	0.7546	232.8036	69.9971
1099	0.0690	821.8336	69.5467
1100	0.1388	7.1598	50.0000
1101	0.0247	100.2429	49.9999
1102	0.4817	95.2044	49.9999
1103	0.1346	2.3392	70.0000
1104	0.2450	41.8894	50.0000
1105	0.2138	0.0000	50.0000
1106	0.1674	0.0000	50.0000
1107	0.1916	2.3392	70.0000
1108	0.2402	0.0000	50.0000
1109	0.1070	0.0270	50.0000
1110	0.6806	0.0021	50.0000
1111	0.2299	68.0372	50.0000
1112	0.0490	0.0000	50.0000
1113	0.0663	0.0000	50.0000
1114	0.0426	0.0000	50.0000
1115	0.1142	0.0000	50.0000
1116	0.1400	0.0000	50.0000
1117	0.0168	122.0426	69.9998
1118	0.3956	0.0000	50.0000
1119	0.7687	0.0000	50.0000
1120	0.0169	3.9153	50.0000
1121	1.5682	11.6064	70.0000
1122	0.1290	10.0085	50.0000
1123	0.1487	0.0000	30.0000
1124	0.0115	0.0000	30.0000
1125	0.1500	6.1403	50.0000
1126	0.4068	5.8835	50.0000
1127	0.0137	164.4531	50.0000
1128	0.0370	603.6654	69.9917
1129	0.0812	328.8304	49.9999
1130	0.0081	439.2881	69.9995
1131	0.0138	2.8200	30.0000
1132	0.3373	17.8521	50.0000
1133	0.1548	0.4336	50.0000
1134	0.0740	3.2982	30.0000
1135	0.0088	0.0000	30.0000
1136	0.1116	0.0000	30.0000
1137	0.0802	0.0000	30.0000
1138	0.0299	0.0000	30.0000
1139	0.0170	74.5416	30.0000
1140	0.0126	74.5416	30.0000
1141	0.0110	76.7208	30.0000
1142	0.0081	76.7208	30.0000
1143	0.5675	0.0000	50.0000
1144	0.0208	17.8521	30.0000
1145	0.0025	178.6046	49.9993
1146	0.1345	0.0000	30.0000
1147	0.1590	223.5958	49.9982
1148	0.0363	0.0000	30.0000
1149	0.0092	0.0000	30.0000
1150	0.0461	0.0000	30.0000
1151	0.0198	0.0000	30.0000
1152	0.0274	0.0091	30.0000
1153	0.5135	0.0000	50.0000
1154	0.0910	0.0000	30.0000
1155	0.1586	0.0000	30.0000
1156	0.0365	0.0000	50.0000
1157	0.0225	0.0000	30.0000
1158	0.0424	0.0000	30.0000
1159	0.0312	0.0000	30.0000
1160	0.0210	0.0000	30.0000
1161	0.0054	251.0393	49.9972
1162	0.0319	248.4842	49.9973
1163	0.0835	0.0000	50.0000
1164	0.0696	117.7594	69.9998
1165	0.0693	457.5884	69.9973
1166	0.0273	99.7227	49.9999
1167	0.1738	90.3536	50.0000
1168	0.2627	0.0000	50.0000
1169	0.0316	510.6009	49.9970
1170	0.0465	510.6009	49.9970
1171	0.0362	538.7489	49.9962
1172	0.0172	1.4250	50.0000
1173	0.2957	540.1739	49.9962
1174	0.0103	40.9121	30.0000
1175	0.1140	40.9121	30.0000
1176	0.0177	468.3174	69.9519
1177	0.2013	312.7375	69.9994
1178	0.0083	204.7011	49.9987
1179	0.0088	244.9839	49.9974
1180	0.0020	2.8806	50.0000
1181	0.0091	2.4789	50.0000
1182	0.1085	0.0121	50.0000
1183	0.1360	0.0732	50.0000
1184	0.0965	0.1463	50.0000
1185	0.0674	0.0000	50.0000
1186	0.0983	0.0000	30.0000
1187	0.1085	0.0000	30.0000
1188	0.0358	74.5416	30.0000
1189	0.1321	0.0000	50.0000
1190	0.0828	0.0000	50.0000
1191	0.1023	0.0000	50.0000
1192	0.0603	0.0000	50.0000
1193	0.1009	0.0000	50.0000
1194	0.0317	0.0000	50.0000
1195	0.0851	21.6336	50.0000
1196	0.1063	31.1814	50.0000
1197	0.0552	204.7011	49.9987
1198	0.1313	2.4789	50.0000
1199	0.4264	0.0000	50.0000
1200	0.0822	100.3802	49.9999
1201	0.0830	386.7668	69.9986
1202	0.2896	487.1471	69.9965
1203	0.1533	205.2402	119.9970
1204	0.0915	56.1294	120.0000
1205	0.0664	261.3696	119.9995
1206	0.2830	18.5681	50.0000
1207	0.0134	18.5681	50.0000
1208	0.0963	0.0000	50.0000
1209	0.0298	0.0000	50.0000
1210	0.0141	0.0049	50.0000
1211	0.0910	0.0010	50.0000
1212	0.0207	166.2094	69.9992
1213	0.1504	166.2094	69.9992
1214	0.4901	166.2094	69.9992
1215	0.1197	183.7160	69.9989
1216	0.0246	183.7160	69.9989
1217	0.0133	162.2401	69.9993
1218	0.0138	191.5458	49.9990
1219	0.0105	187.5765	49.9991
1220	0.1484	161.2496	29.9997
1221	0.1101	32.0719	30.0000
1222	0.1327	84.8877	30.0000
1223	0.0878	31.7117	30.0000
1224	0.0069	795.3429	49.7157
1225	0.2443	186.9159	29.9995
1226	0.1524	12.1050	50.0000
1227	0.0174	64.7415	70.0000
1228	0.0078	613.8561	69.9982
1229	0.0137	64.7288	70.0000
1230	0.0407	613.8688	69.9982
1231	0.0337	233.5395	69.9970
1232	0.0384	168.7980	69.9992
1233	0.3223	543.1623	69.9946
1234	0.0082	590.9250	69.9985
1235	0.0517	16.9661	50.0000
1236	0.0676	782.6668	69.9954
1237	0.3062	0.0000	50.0000
1238	0.2564	0.0000	50.0000
1239	0.0443	0.0000	50.0000
1240	0.1344	0.0000	30.0000
1241	0.1487	0.0000	30.0000
1242	0.2660	0.0000	70.0000
1243	0.0796	0.0028	50.0000
1244	0.0604	46.0794	50.0000
1245	0.0916	27.0768	30.0000
1246	0.1875	0.0000	50.0000
1247	0.7629	0.0000	50.0000
1248	0.0829	0.0000	50.0000
1249	0.1490	0.1131	30.0000
1250	0.1313	0.0000	50.0000
1251	0.8332	0.0000	50.0000
1252	0.2874	0.0000	50.0000
1253	0.0370	0.0000	50.0000
1254	0.0406	0.0000	50.0000
1255	0.0804	0.0000	50.0000
1256	0.0121	23.6839	50.0000
1257	0.0553	25.1070	50.0000
1258	0.5169	0.9154	30.0000
1259	0.1384	0.2172	50.0000
1260	0.1838	0.0000	50.0000
1261	0.0496	397.0072	49.9823
1262	0.0235	238.7967	49.9999
1263	0.3619	0.0000	50.0000
1264	0.0783	0.0000	50.0000
1265	0.2184	0.0000	50.0000
1266	0.0072	0.0000	50.0000
1267	0.0108	0.0000	50.0000
1268	0.0877	260.8001	49.9967
1269	0.1209	260.8001	49.9967
1270	0.0249	328.8304	49.9916
1271	0.0898	328.8304	49.9995
1272	0.0362	162.7662	49.9995
1273	0.0108	0.0000	50.0000
1274	0.0413	0.0000	50.0000
1275	0.0294	0.0000	50.0000
1276	0.0256	0.0000	30.0000
1277	0.0982	0.0000	30.0000
1278	0.1993	0.0000	50.0000
1279	0.0979	0.0000	50.0000
1280	0.0139	0.0000	50.0000
1281	0.1782	0.0000	50.0000
1282	0.0129	0.0000	50.0000
1283	0.0697	0.0000	50.0000
1284	0.0119	0.0000	50.0000
1285	0.0581	0.0000	50.0000
1286	0.0162	0.0000	50.0000
1287	0.0093	0.0000	50.0000
1288	0.1198	0.0000	30.0000
1289	0.0164	57.1870	50.0000
1290	0.1142	80.6790	50.0000
1291	0.0898	57.1870	50.0000
1292	0.0094	80.6790	50.0000
1293	0.1381	0.0000	50.0000
1294	0.0097	485.3751	49.9999
1295	0.0619	403.8014	49.9998
1296	0.0386	81.5737	30.0000
1297	0.0299	254.2821	49.9998
1298	0.0265	1.8391	50.0000
1299	0.0148	252.4430	49.9998
1300	0.0366	0.0000	50.0000
1301	0.0453	0.0000	50.0000
1302	0.1458	0.0000	50.0000
1303	0.0585	0.0000	50.0000
1304	0.0077	105.3685	49.9999
1305	0.0874	0.0000	30.0000
1306	0.0640	105.3685	50.0000
1307	0.0596	233.1303	49.9999
1308	0.0115	268.0347	49.9963
1309	0.0300	406.4515	49.9805
1310	0.1980	233.1303	49.9979
1311	0.1104	246.4105	49.9974
1312	0.0215	0.0000	50.0000
1313	0.0090	0.0000	50.0000
1314	0.1334	0.0000	50.0000
1315	0.0523	0.0000	50.0000
1316	0.1650	0.0000	50.0000
1317	0.2033	37.0882	50.0000
1318	0.0129	37.0882	50.0000
1319	0.3036	71.9397	50.0000
1320	0.2034	37.0882	50.0000
1321	1.1898	3.4844	50.0000
1322	0.2476	0.0000	30.0000
1323	0.0090	52.4391	30.0000
1324	0.0509	52.4391	30.0000
1325	0.0135	21.7753	30.0000
1326	0.0074	27.9067	30.0000
1327	0.0109	81.6874	30.0000
1328	0.0096	25.3052	30.0000
1329	0.0611	599.3503	49.9942
1330	0.0849	592.2738	49.9945
1331	0.0516	735.6646	49.7916
1332	0.0159	577.3796	49.9207
1333	0.0377	0.0000	50.0000
1334	0.0160	0.0000	20.0000
1335	0.0259	0.0000	20.0000
1336	0.1022	0.0000	20.0000
1337	0.0553	0.0000	50.0000
1338	0.2006	0.0000	50.0000
1339	0.0320	43.3447	30.0000
1340	0.0600	43.3447	30.0000
1341	0.0045	0.0000	30.0000
1342	0.2890	166.0652	49.9995
1343	0.4408	131.2803	69.9997
1344	0.0187	0.0000	20.0000
1345	0.0390	0.0000	20.0000
1346	0.0754	0.0000	20.0000
1347	0.0496	0.2004	30.0000
1348	0.0121	0.2004	30.0000
1349	0.0134	0.2004	30.0000
1350	0.0060	0.0000	20.0000
1351	0.0106	403.8014	49.9998
1352	0.0153	0.7127	50.0000
1353	0.0363	0.7127	30.0000
1354	0.1212	0.0000	50.0000
1355	0.4267	4.9943	50.0000
1356	0.1051	3.7183	50.0000
1357	0.0165	0.0000	50.0000
1358	0.2750	0.0000	50.0000
1359	0.0185	149.2691	49.9996
1360	0.1558	0.0475	50.0000
1361	0.0177	5.0530	50.0000
1362	0.0944	0.0000	50.0000
1363	0.5088	29.4160	50.0000
1364	0.5121	29.0513	50.0000
1365	0.3991	70.7361	50.0000
1366	0.1150	109.8216	49.9999
1367	0.0729	52.4389	50.0000
1368	0.5071	7.0947	50.0000
1369	0.2949	74.8340	50.0000
1370	0.1805	87.1877	50.0000
1371	0.0790	37.4218	50.0000
1372	0.0942	279.8562	69.9939
1373	0.0283	337.1573	69.9871
1374	0.0898	0.2027	50.0000
1375	0.0655	0.2027	50.0000
1376	0.1429	23.8595	50.0000
1377	0.6736	16.9299	50.0000
1378	0.3970	0.0000	50.0000
1379	0.0944	0.0195	50.0000
1380	0.4807	0.0000	50.0000
1381	0.1450	7.0115	50.0000
1382	0.0371	0.0000	50.0000
1383	0.0129	0.0000	50.0000
1384	0.1213	0.0000	50.0000
1385	0.0196	0.0000	50.0000
1386	0.1587	0.0000	50.0000
1387	0.0442	0.7462	50.0000
1388	0.1036	0.8277	50.0000
1389	0.0644	0.0000	50.0000
1390	0.0449	0.0121	50.0000
1391	0.0109	17.2621	50.0000
1392	0.0623	58.4431	50.0000
1393	0.0204	125.9987	49.9998
1394	0.1401	83.3267	50.0000
1395	0.0123	21.6797	50.0000
1396	0.5059	32.3559	50.0000
1397	0.6096	74.3969	50.0000
1398	0.2988	10.4985	50.0000
1399	0.0117	0.7072	50.0000
1400	0.1006	0.8991	50.0000
1401	0.1719	21.6797	50.0000
1402	0.1301	0.0000	30.0000
1403	0.0844	2.9183	50.0000
1404	0.1154	21.6797	50.0000
1405	0.0915	21.6797	50.0000
1406	0.0844	0.0000	50.0000
1407	0.1658	21.6797	50.0000
1408	0.2422	13.4407	50.0000
1409	0.1658	16.9938	50.0000
1410	0.0387	393.0594	69.9997
1411	0.6711	393.0594	69.9985
1412	0.2753	21.6797	50.0000
1413	0.1063	3.0478	50.0000
1414	0.6793	39.1654	50.0000
1415	0.2683	54.6116	50.0000
1416	1.0056	3.0478	50.0000
1417	0.2284	0.0000	50.0000
1418	0.2408	0.0000	50.0000
1419	0.0827	0.0000	30.0000
1420	0.5040	0.0460	50.0000
1421	0.3109	0.0175	50.0000
1422	0.1779	169.4938	69.9992
1423	0.0295	133.2442	69.9997
1424	0.0131	133.2442	69.9997
1425	0.3270	356.1675	49.9993
1426	0.0257	356.1675	49.9993
1427	0.2275	0.0000	50.0000
1428	0.0112	22.4393	50.0000
1429	0.0115	34.4995	50.0000
1430	0.0718	0.0000	50.0000
1431	0.1452	0.0000	50.0000
1432	0.1483	0.0000	50.0000
1433	0.0973	0.0000	50.0000
1434	0.0211	42.8894	50.0000
1435	0.0869	0.0000	30.0000
1436	0.2481	24.4292	50.0000
1437	0.0738	4.9117	30.0000
1438	0.2263	0.0000	30.0000
1439	0.0382	0.0000	30.0000
1440	0.0390	4.9117	30.0000
1441	0.0401	0.0000	30.0000
1442	0.0775	34.6043	30.0000
1443	0.1550	17.3905	30.0000
1444	0.1434	227.0031	49.9981
1445	0.1328	423.0020	49.9771
1446	0.0035	0.0000	30.0000
1447	0.0782	0.0000	30.0000
1448	0.1143	4.9117	30.0000
1449	0.1904	0.0000	30.0000
1450	0.2134	0.0000	30.0000
1451	0.0866	0.0000	30.0000
1452	0.0345	44.1216	50.0000
1453	0.1341	128.1048	49.9998
1454	0.0811	0.0000	50.0000
1455	0.1030	0.0000	20.0000
1456	0.1212	81.1785	30.0000
1457	0.0570	81.1785	20.0000
1458	0.1893	58.1482	50.0000
1459	0.0942	376.7023	49.9856
1460	0.1641	12.6096	50.0000
1461	0.1615	15.2126	50.0000
1462	0.3931	4.0754	50.0000
1463	0.0237	40.1355	50.0000
1464	0.1506	17.9612	50.0000
1465	0.2343	27.2373	50.0000
1466	0.7250	12.4320	50.0000
1467	0.2246	45.6598	50.0000
1468	0.0089	88.4585	69.9999
1469	0.0846	3.4020	50.0000
1470	0.2990	95.4598	49.9999
1471	0.1058	0.0000	50.0000
1472	0.2099	0.0000	50.0000
1473	0.2861	0.0000	50.0000
1474	0.0124	0.0000	50.0000
1475	0.0182	0.0000	50.0000
1476	0.0188	0.0000	50.0000
1477	0.0165	0.0000	50.0000
1478	0.2742	0.0000	50.0000
1479	0.0294	0.0000	50.0000
1480	0.0463	514.0232	49.9502
1481	0.0166	548.9830	49.9352
1482	0.0085	64.8563	50.0000
1483	0.0281	75.1570	50.0000
1484	0.0842	251.5948	29.9983
1485	0.1061	0.0000	50.0000
1486	0.1620	0.0000	50.0000
1487	0.2275	141.5415	70.0000
1488	0.0861	366.7113	69.9989
1489	0.4639	508.2527	69.9958
1490	0.2147	0.0000	50.0000
1491	0.1915	134.2396	70.0000
1492	0.2018	134.2396	70.0000
1493	0.1611	141.5415	70.0000
1494	0.0396	141.5415	70.0000
1495	0.0582	134.2396	70.0000
1496	0.0311	75.0060	30.0000
1497	0.0564	39.9661	30.0000
1498	0.0122	0.0000	50.0000
1499	0.1394	18.4328	30.0000
1500	0.0347	31.9828	30.0000
1501	0.2885	43.7786	30.0000
1502	0.0247	0.0000	20.0000
1503	0.0507	32.9699	30.0000
1504	0.0638	44.5841	30.0000
1505	0.1357	0.0000	50.0000
1506	0.2666	0.0000	50.0000
1507	0.0079	0.3453	30.0000
1508	0.0300	0.5998	30.0000
1509	0.1380	1.0382	30.0000
1510	0.0861	59.0929	30.0000
1511	0.1135	121.9551	49.9998
1512	0.0435	122.7381	49.9998
1513	0.1076	46.6856	30.0000
1514	0.1835	22.0903	50.0000
1515	0.2406	37.9777	50.0000
1516	0.0714	3.6801	30.0000
1517	0.0083	3.6801	30.0000
1518	0.0176	2.8915	50.0000
1519	0.0537	538.5187	49.9962
1520	0.0116	0.0000	50.0000
1521	0.0299	0.0000	50.0000
1522	0.0521	221.4580	49.9983
1523	0.0299	24.3807	20.0000
1524	0.0272	61.4054	30.0000
1525	0.2647	40.1355	50.0000
1526	0.0744	0.0000	30.0000
1527	0.0645	247.7651	29.9984
1528	0.1668	786.6364	49.7279
1529	0.0343	0.0000	50.0000
1530	0.3030	0.0000	30.0000
1531	0.1863	28.7440	50.0000
1532	0.1327	86.8139	50.0000
1533	0.0920	0.0000	50.0000
1534	0.0058	2.8200	30.0000
1535	0.0192	16.0702	50.0000
1536	1.2044	47.7163	70.0000
1537	0.2955	73.4168	50.0000
1538	0.3023	36.2094	50.0000
1539	0.0487	0.0000	50.0000
1540	0.0515	0.0000	50.0000
1541	0.0142	72.2074	50.0000
1542	0.0139	54.6700	50.0000
1543	0.0934	13.4384	50.0000
1544	0.0826	30.6632	50.0000
1545	0.0367	45.8920	30.0000
1546	0.1107	0.0000	30.0000
1547	0.1276	33.3711	30.0000
1548	0.1241	57.3202	50.0000
1549	0.0463	38.1310	50.0000
1550	0.1587	18.4294	50.0000
1551	0.1377	0.0000	50.0000
1552	0.0851	49.6369	50.0000
1553	0.0914	0.0072	50.0000
1554	0.1126	5.8466	30.0000
1555	0.0339	46.1891	50.0000
1556	0.2477	14.2512	50.0000
1557	0.2096	88.8424	50.0000
1558	0.2235	57.5782	50.0000
1559	0.2212	0.0000	50.0000
1560	0.1695	0.3888	50.0000
1561	0.0238	4.6145	50.0000
1562	0.0163	0.0099	50.0000
1563	0.0186	0.0000	50.0000
1564	0.1441	0.3516	50.0000
1565	0.0366	0.0000	50.0000
1566	0.0123	0.0000	50.0000
1567	0.0234	70.9299	50.0000
1568	0.0060	70.9299	50.0000
1569	0.0067	129.0276	49.9998
1570	0.0239	129.0276	49.9998
1571	0.0126	56.7454	50.0000
1572	0.0526	67.8037	50.0000
1573	0.1459	0.0000	50.0000
1574	0.0384	8.7576	50.0000
1575	0.0696	17.2061	50.0000
1576	0.0129	86.9798	50.0000
1577	0.0281	86.9798	50.0000
1578	0.0801	109.5495	49.9999
1579	0.1637	39.7783	50.0000
1580	0.1046	127.5960	49.9998
1581	0.0025	57.0929	50.0000
1582	0.2713	56.1967	50.0000
1583	0.0468	0.0000	50.0000
1584	0.0549	0.0000	50.0000
1585	0.0120	34.7054	50.0000
1586	0.0165	0.0000	50.0000
1587	0.5452	5.0737	50.0000
1588	0.1282	8.7662	50.0000
1589	0.0143	0.0000	20.0000
1590	0.0501	0.0000	50.0000
1591	0.0787	0.0000	50.0000
1592	0.0494	0.0000	50.0000
1593	0.0309	0.0000	50.0000
1594	0.0597	0.0000	50.0000
1595	0.0546	0.0000	50.0000
1596	0.0733	39.1592	30.0000
1597	0.1562	10.2175	30.0000
1598	0.0632	401.6143	49.9988
1599	0.0342	361.5331	49.9992
1600	0.0207	40.0813	30.0000
1601	0.0430	234.9791	49.9999
1602	0.0212	126.7876	49.9998
1603	0.0290	108.1915	50.0000
1604	0.3520	361.8609	49.9992
1605	0.0642	126.8819	49.9998
